genotype,genotype_fold
PHW65_MOG_0442/PHT69,3
PHW65_MOG_0444/LH195,4
PHW65_MOG_0444/PHT69,1
PHW65_MOG_0448/LH195,4
PHW65_MOG_0448/PHT69,0
PHW65_MOG_0449/LH195,2
PHW65_MOG_0449/PHT69,3
PHW65_MOG_0460/LH195,0
PHW65_MOG_0460/PHT69,4
PHW65_MOG_0461/LH195,3
PHW65_MOG_0461/PHT69,3
PHW65_MOG_0463/LH195,3
PHW65_MOG_0463/PHT69,4
PHW65_MOG_0467/LH195,0
PHW65_MOG_0467/PHT69,3
PHW65_MOG_0476/LH195,3
PHW65_MOG_0476/PHT69,0
PHW65_MOG_0487/LH195,0
PHW65_MOG_0487/PHT69,1
PHW65_MOG_0499/LH195,4
PHW65_MOG_0499/PHT69,0
PHW65_MOG_0511/CG102,2
PHW65_MOG_0511/LH195,3
PHW65_MOG_0511/LH198,0
PHW65_MOG_0511/PHT69,1
PHW65_MOG_0512/LH195,1
PHW65_MOG_0512/PHT69,3
PHW65_MOG_0513/LH195,2
PHW65_MOG_0513/PHT69,3
PHW65_MOG_0517/LH195,4
PHW65_MOG_0517/PHT69,0
PHW65_MOG_0522/LH195,2
PHW65_MOG_0522/PHT69,2
PHW65_MOG_0534/LH195,1
PHW65_MOG_0534/PHT69,3
PHW65_MOG_0539/LH195,2
PHW65_MOG_0539/PHT69,4
PHW65_MOG_0542/LH195,3
PHW65_MOG_0542/PHT69,3
PHW65_MOG_0544/LH195,1
PHW65_MOG_0544/PHT69,1
PHW65_MOG_0545/LH195,2
PHW65_MOG_0545/PHT69,3
PHW65_MOG_0551/LH195,0
PHW65_MOG_0551/PHT69,0
PHW65_MOG_0553/LH195,0
PHW65_MOG_0553/PHT69,2
PHW65_MOG_0554/LH195,1
PHW65_MOG_0554/PHT69,1
PHW65_MOG_0567/LH195,1
PHW65_MOG_0567/PHT69,2
PHW65_MOG_0569/LH195,0
PHW65_MOG_0569/PHT69,3
PHW65_MOG_0572/LH195,4
PHW65_MOG_0572/PHT69,4
PHW65_MOG_0575/LH195,1
PHW65_MOG_0575/PHT69,2
PHW65_MOG_0583/LH195,1
PHW65_MOG_0583/PHT69,1
PHW65_MOG_0588/LH195,0
PHW65_MOG_0588/PHT69,4
PHW65_MOG_0591/LH195,2
PHW65_MOG_0591/PHT69,4
PHW65_MOG_0599/LH195,4
PHW65_MOG_0620/LH195,4
PHW65_MOG_0620/PHT69,3
PHW65_MOG_0621/LH195,3
PHW65_MOG_0621/PHT69,2
PHW65_MOG_0622/LH195,3
PHW65_MOG_0622/PHT69,2
PHW65_MOG_0629/LH195,2
PHW65_MOG_0629/PHT69,4
PHW65_MOG_0633/PHT69,1
PHW65_MOG_0651/PHT69,4
PHW65_MOG_0660/LH195,2
PHW65_MOG_0660/PHT69,1
PHW65_MOG_0662/LH195,2
PHW65_MOG_0662/PHT69,3
PHW65_MOG_0675/PHT69,0
PHW65_MOG_0696/LH195,2
PHW65_MOG_0696/PHT69,3
PHW65_MOG_0716/PHT69,4
PHZ51/LH82,0
R226/LH82,1
R226/PHZ51,0
R227/LH82,1
R227/PHZ51,0
R229/DK3IIH6,3
S8324/LH162,1
S8324/PHK05,3
S8324/PHK56,3
S8324/PHR25,4
S8324/PHZ51,1
S8326/CG120,1
S8326/LH145,2
S8326/PHB47,0
S8326/PHHV4,0
S8326/PHRE1,4
S8326/S8324,3
SD101/DK3IIH6,4
SD101/LH82,4
SD101/PHB47,3
SD101/PHZ51,4
SD107/LH82,0
SD107/PHZ51,4
TR_9-1-1-6/DK3IIH6,3
TX150/LH195,0
TX204/LH185,0
TX204/PHB47,3
TX205/LH185,3
TX205/LH195,0
TX205/LH198,4
TX205/PB80,4
TX205/PHB47,0
TX29A/PHZ51,4
TX303/LH195,2
TX303/LH198,4
TX303/LH82,2
TX303/PB80,2
TX303/PHB47,0
TX303/PHZ51,3
TX303/TX777,4
TX61M/PHB47,1
TX61M/PHZ51,2
TX6252/TX714,4
TX714/LH185,4
TX714/LH198,4
TX714/PHZ51,4
TX714/TX775,4
TX714/TX777,0
TX714/TX779,3
TX736/PB80,0
TX740/LH185,4
TX740/LH195,0
TX740/LH198,2
TX745_RP/PHB47,4
TX745_RP/PHZ51,0
TX768/PHB47,3
TX768/PHZ51,4
TX770/LH195,3
TX770/PHB47,3
TX772/LH185,4
TX772/LH195,2
TX772/LH198,0
TX772/PHB47,0
TX772W/LH185,0
TX772W/LH195,4
TX772W/LH198,1
TX772W/PHB47,2
TX773/LH195,3
TX773/TX779,4
TX775/LH195,3
TX775/TX777,0
TX777/LH195,4
TX779/LH195,3
TX802/PHZ51,0
TX803/PHZ51,4
TX81/PHZ51,2
TX951/LH195,4
TZI8/LH82,2
TZI8/PHB47,0
VA35/LH195,0
W10001_0003/PHB47,3
W10001_0006/PHB47,3
W10001_0007/PHB47,4
W10001_0009/PHB47,4
W10001_0010/PHB47,1
W10001_0011/PHB47,3
W10001_0012/PHB47,1
W10001_0013/PHB47,1
W10001_0014/PHB47,0
W10001_0016/PHB47,4
W10001_0018/PHB47,1
W10001_0019/PHB47,2
W10001_0022/PHB47,0
W10001_0023/PHB47,4
W10001_0031/PHB47,2
W10001_0033/PHB47,4
W10001_0047/PHB47,1
W10002_0001/PHB47,1
W10002_0002/PHB47,2
W10002_0004/PHB47,2
W10004_0006/PHK76,0
W10004_0006/PHP02,4
W10004_0006/PHZ51,1
W10004_0007/DK3IIH6,3
W10004_0007/PHK76,0
W10004_0007/PHP02,3
W10004_0007/PHZ51,0
W10004_0008/DK3IIH6,4
W10004_0008/PHK76,3
W10004_0008/PHP02,4
W10004_0008/PHZ51,1
W10004_0010/PHK76,3
W10004_0010/PHP02,0
W10004_0010/PHZ51,2
W10004_0011/DK3IIH6,3
W10004_0011/PHK76,1
W10004_0011/PHP02,3
W10004_0011/PHZ51,3
W10004_0013/PHK76,1
W10004_0013/PHP02,1
W10004_0013/PHZ51,0
W10004_0014/PHK76,2
W10004_0014/PHP02,4
W10004_0014/PHZ51,0
W10004_0018/PHK76,2
W10004_0018/PHP02,2
W10004_0018/PHZ51,2
W10004_0019/PHZ51,3
W10004_0026/DK3IIH6,1
W10004_0026/PHK76,2
W10004_0026/PHP02,1
W10004_0026/PHZ51,0
W10004_0027/PHK76,0
W10004_0027/PHP02,2
W10004_0027/PHZ51,2
W10004_0031/PHK76,1
W10004_0031/PHP02,4
W10004_0031/PHZ51,1
W10004_0032/CG102,3
W10004_0032/LH185,0
W10004_0032/LH82,2
W10004_0032/PB80,1
W10004_0032/PHK76,4
W10004_0032/PHP02,4
W10004_0032/PHZ51,1
W10004_0034/PHK76,3
W10004_0034/PHP02,4
W10004_0034/PHZ51,3
W10004_0035/PHK76,4
W10004_0035/PHP02,4
W10004_0035/PHZ51,2
W10004_0037/PHK76,2
W10004_0037/PHP02,2
W10004_0037/PHZ51,1
W10004_0038/PHK76,4
W10004_0038/PHP02,0
W10004_0038/PHZ51,0
W10004_0039/PHK76,0
W10004_0039/PHP02,3
W10004_0039/PHZ51,3
W10004_0041/DK3IIH6,1
W10004_0041/PHK76,3
W10004_0041/PHP02,4
W10004_0041/PHZ51,3
W10004_0042/PHK76,3
W10004_0042/PHP02,0
W10004_0042/PHZ51,2
W10004_0045/DK3IIH6,1
W10004_0045/PHK76,4
W10004_0045/PHP02,0
W10004_0045/PHZ51,2
W10004_0046/PHK76,3
W10004_0046/PHP02,1
W10004_0046/PHZ51,1
W10004_0047/PHK76,0
W10004_0047/PHP02,3
W10004_0047/PHZ51,0
W10004_0053/PHK76,4
W10004_0053/PHP02,3
W10004_0053/PHZ51,2
W10004_0055/PHK76,3
W10004_0055/PHP02,3
W10004_0055/PHZ51,4
W10004_0059/PHK76,3
W10004_0059/PHP02,2
W10004_0059/PHZ51,1
W10004_0061/PHK76,0
W10004_0061/PHP02,1
W10004_0061/PHZ51,2
W10004_0062/DK3IIH6,0
W10004_0062/PHK76,3
W10004_0062/PHP02,2
W10004_0062/PHZ51,2
W10004_0063/PHK76,0
W10004_0063/PHP02,4
W10004_0063/PHZ51,4
W10004_0064/PHK76,0
W10004_0064/PHP02,0
W10004_0064/PHZ51,4
W10004_0065/PHK76,4
W10004_0065/PHP02,0
W10004_0065/PHZ51,4
W10004_0068/PHK76,3
W10004_0068/PHP02,0
W10004_0068/PHZ51,4
W10004_0069/PHK76,0
W10004_0069/PHP02,4
W10004_0069/PHZ51,2
W10004_0070/PHK76,0
W10004_0070/PHP02,0
W10004_0070/PHZ51,0
W10004_0071/PHK76,2
W10004_0071/PHP02,4
W10004_0071/PHZ51,1
W10004_0072/DK3IIH6,3
W10004_0072/PHK76,2
W10004_0072/PHP02,3
W10004_0072/PHZ51,1
W10004_0073/PHK76,3
W10004_0073/PHP02,2
W10004_0073/PHZ51,1
W10004_0076/LH185,0
W10004_0076/LH82,4
W10004_0076/PHK76,4
W10004_0076/PHP02,2
W10004_0076/PHZ51,1
W10004_0078/PHK76,3
W10004_0078/PHP02,1
W10004_0078/PHZ51,3
W10004_0079/PHK76,4
W10004_0079/PHP02,3
W10004_0079/PHZ51,0
W10004_0080/DK3IIH6,4
W10004_0080/PHK76,1
W10004_0080/PHP02,4
W10004_0080/PHZ51,0
W10004_0082/LH82,3
W10004_0082/PHZ51,0
W10004_0086/PHK76,4
W10004_0086/PHP02,4
W10004_0086/PHZ51,2
W10004_0087/PHK76,2
W10004_0087/PHP02,2
W10004_0087/PHZ51,1
W10004_0092/PHK76,1
W10004_0092/PHP02,0
W10004_0092/PHZ51,2
W10004_0093/PHK76,0
W10004_0093/PHP02,2
W10004_0093/PHZ51,2
W10004_0095/DK3IIH6,1
W10004_0095/PHK76,3
W10004_0095/PHP02,0
W10004_0095/PHZ51,3
W10004_0097/CG102,0
W10004_0097/LH195,3
W10004_0097/LH82,4
W10004_0097/PHK76,2
W10004_0097/PHP02,4
W10004_0097/PHZ51,0
W10004_0098/PHK76,2
W10004_0098/PHP02,2
W10004_0098/PHZ51,4
W10004_0099/PHK76,0
W10004_0099/PHP02,0
W10004_0099/PHZ51,0
W10004_0101/PHK76,4
W10004_0101/PHP02,3
W10004_0101/PHZ51,1
W10004_0103/PHK76,4
W10004_0103/PHP02,3
W10004_0103/PHZ51,1
W10004_0106/PHK76,0
W10004_0106/PHP02,3
W10004_0106/PHZ51,1
W10004_0110/PHK76,2
W10004_0110/PHP02,2
W10004_0110/PHZ51,2
W10004_0112/PHK76,0
W10004_0112/PHP02,3
W10004_0112/PHZ51,0
W10004_0115/PHK76,1
W10004_0115/PHP02,0
W10004_0115/PHZ51,2
W10004_0116/PHK76,2
W10004_0116/PHP02,0
W10004_0116/PHZ51,3
W10004_0118/PHK76,4
W10004_0118/PHP02,1
W10004_0118/PHZ51,3
W10004_0119/DK3IIH6,4
W10004_0119/PHK76,4
W10004_0119/PHP02,3
W10004_0119/PHZ51,3
W10004_0121/DK3IIH6,1
W10004_0121/PHK76,1
W10004_0121/PHP02,2
W10004_0121/PHZ51,1
W10004_0122/PHK76,2
W10004_0122/PHP02,3
W10004_0122/PHZ51,1
W10004_0127/LH195,1
W10004_0127/LH82,3
W10004_0127/PHK76,4
W10004_0127/PHP02,0
W10004_0127/PHZ51,2
W10004_0129/PHK76,2
W10004_0129/PHP02,4
W10004_0129/PHZ51,3
W10004_0132/PHK76,3
W10004_0132/PHP02,1
W10004_0132/PHZ51,1
W10004_0133/PHK76,4
W10004_0133/PHP02,2
W10004_0133/PHZ51,3
W10004_0134/PHK76,0
W10004_0134/PHP02,4
W10004_0134/PHZ51,3
W10004_0138/PHK76,3
W10004_0138/PHP02,1
W10004_0138/PHZ51,2
W10004_0140/DK3IIH6,2
W10004_0140/PHK76,2
W10004_0140/PHP02,0
W10004_0140/PHZ51,2
W10004_0144/PHK76,4
W10004_0144/PHP02,4
W10004_0144/PHZ51,3
W10004_0146/PHK76,0
W10004_0146/PHP02,0
W10004_0146/PHZ51,0
W10004_0147/PHK76,2
W10004_0147/PHP02,4
W10004_0147/PHZ51,1
W10004_0148/DK3IIH6,0
W10004_0148/PHK76,2
W10004_0148/PHP02,4
W10004_0148/PHZ51,3
W10004_0149/PHK76,3
W10004_0149/PHP02,0
W10004_0149/PHZ51,1
W10004_0150/PHK76,2
W10004_0150/PHP02,3
W10004_0150/PHZ51,4
W10004_0152/PHK76,0
W10004_0152/PHP02,4
W10004_0152/PHZ51,2
W10004_0153/PHK76,1
W10004_0153/PHP02,4
W10004_0153/PHZ51,4
W10004_0154/PHK76,1
W10004_0154/PHP02,2
W10004_0154/PHZ51,3
W10004_0160/PHK76,1
W10004_0160/PHP02,4
W10004_0160/PHZ51,1
W10004_0161/PHK76,1
W10004_0161/PHP02,4
W10004_0161/PHZ51,2
W10004_0166/PHK76,2
W10004_0166/PHP02,2
W10004_0166/PHZ51,0
W10004_0167/PHK76,2
W10004_0167/PHP02,0
W10004_0167/PHZ51,2
W10004_0168/PHK76,1
W10004_0168/PHP02,3
W10004_0168/PHZ51,1
W10004_0169/PHK76,3
W10004_0169/PHP02,4
W10004_0169/PHZ51,2
W10004_0171/PHK76,3
W10004_0171/PHP02,4
W10004_0171/PHZ51,3
W10004_0178/DK3IIH6,3
W10004_0178/PHK76,3
W10004_0178/PHP02,1
W10004_0178/PHZ51,2
W10004_0179/PHK76,3
W10004_0179/PHP02,2
W10004_0179/PHZ51,4
W10004_0185/PHK76,3
W10004_0185/PHP02,2
W10004_0185/PHZ51,0
W10004_0189/PHK76,4
W10004_0189/PHP02,1
W10004_0189/PHZ51,2
W10004_0190/PHK76,2
W10004_0190/PHP02,3
W10004_0190/PHZ51,4
W10004_0192/PHK76,1
W10004_0192/PHP02,2
W10004_0192/PHZ51,4
W10004_0194/PHK76,3
W10004_0194/PHP02,1
W10004_0194/PHZ51,2
W10004_0196/PHK76,2
W10004_0196/PHP02,1
W10004_0196/PHZ51,4
W10004_0197/PHK76,3
W10004_0197/PHP02,4
W10004_0197/PHZ51,4
W10004_0199/PHK76,4
W10004_0199/PHP02,4
W10004_0199/PHZ51,2
W10004_0200/PHK76,2
W10004_0200/PHP02,3
W10004_0200/PHZ51,4
W10004_0203/PHK76,2
W10004_0203/PHP02,3
W10004_0203/PHZ51,1
W10004_0204/LH198,2
W10004_0204/LH82,1
W10004_0204/PHK76,1
W10004_0204/PHP02,3
W10004_0204/PHZ51,4
W10004_0206/PHK76,2
W10004_0206/PHP02,0
W10004_0206/PHZ51,4
W10004_0208/DK3IIH6,2
W10004_0208/PHZ51,1
W10004_0212/DK3IIH6,2
W10004_0212/PHK76,3
W10004_0212/PHP02,4
W10004_0212/PHZ51,0
W10004_0213/PHK76,3
W10004_0213/PHP02,1
W10004_0213/PHZ51,1
W10004_0216/LH82,3
W10004_0216/PHZ51,0
W10004_0217/PHK76,2
W10004_0217/PHP02,0
W10004_0217/PHZ51,2
W10004_0220/PHK76,1
W10004_0220/PHP02,0
W10004_0220/PHZ51,4
W10004_0221/PHK76,4
W10004_0221/PHP02,3
W10004_0221/PHZ51,3
W10004_0223/PHK76,0
W10004_0223/PHP02,4
W10004_0223/PHZ51,3
W10004_0224/PHK76,4
W10004_0224/PHP02,0
W10004_0224/PHZ51,2
W10004_0225/DK3IIH6,2
W10004_0225/PHK76,0
W10004_0225/PHP02,1
W10004_0225/PHZ51,1
W10004_0227/LH195,0
W10004_0227/LH82,4
W10004_0227/PHK76,0
W10004_0227/PHP02,1
W10004_0227/PHZ51,0
W10004_0231/PHK76,1
W10004_0231/PHP02,0
W10004_0231/PHZ51,1
W10004_0232/LH185,1
W10004_0232/LH198,3
W10004_0232/PHZ51,2
W10004_0236/PHK76,0
W10004_0236/PHP02,2
W10004_0236/PHZ51,4
W10004_0238/PHK76,4
W10004_0238/PHP02,0
W10004_0238/PHZ51,3
W10004_0241/PHK76,3
W10004_0241/PHP02,0
W10004_0241/PHZ51,0
W10004_0242/PHK76,1
W10004_0242/PHP02,2
W10004_0242/PHZ51,1
W10004_0248/LH82,1
W10004_0248/PHZ51,3
W10004_0251/PHZ51,2
W10004_0253/PHK76,2
W10004_0253/PHP02,0
W10004_0253/PHZ51,2
W10004_0254/PHK76,1
W10004_0254/PHP02,4
W10004_0254/PHZ51,1
W10004_0256/PHK76,0
W10004_0256/PHP02,3
W10004_0256/PHZ51,1
W10004_0258/DK3IIH6,1
W10004_0258/PHK76,0
W10004_0258/PHP02,1
W10004_0258/PHZ51,0
W10004_0261/PHK76,1
W10004_0261/PHP02,3
W10004_0261/PHZ51,2
W10004_0262/PHK76,1
W10004_0262/PHP02,4
W10004_0262/PHZ51,4
W10004_0264/PHK76,3
W10004_0264/PHP02,0
W10004_0264/PHZ51,2
W10004_0268/PHK76,4
W10004_0268/PHP02,3
W10004_0268/PHZ51,3
W10004_0270/PHK76,1
W10004_0270/PHP02,2
W10004_0270/PHZ51,3
W10004_0271/PHK76,0
W10004_0271/PHP02,4
W10004_0271/PHZ51,4
W10004_0275/PHZ51,1
W10004_0276/PHK76,3
W10004_0276/PHP02,2
W10004_0276/PHZ51,0
W10004_0290/PHK76,3
W10004_0290/PHP02,4
W10004_0290/PHZ51,4
W10004_0291/PHK76,0
W10004_0291/PHP02,0
W10004_0291/PHZ51,1
W10004_0292/DK3IIH6,2
W10004_0292/PHK76,0
W10004_0292/PHP02,0
W10004_0292/PHZ51,4
W10004_0299/PHK76,4
W10004_0299/PHP02,4
W10004_0299/PHZ51,3
W10004_0306/PHK76,1
W10004_0306/PHP02,4
W10004_0306/PHZ51,0
W10004_0308/PHK76,2
W10004_0308/PHP02,4
W10004_0308/PHZ51,3
W10004_0309/PHK76,1
W10004_0309/PHP02,1
W10004_0309/PHZ51,2
W10004_0310/PHK76,1
W10004_0310/PHP02,3
W10004_0310/PHZ51,2
W10004_0311/PHK76,4
W10004_0311/PHP02,3
W10004_0311/PHZ51,3
W10004_0327/PHK76,4
W10004_0327/PHP02,3
W10004_0327/PHZ51,1
W10004_0329/PHK76,1
W10004_0329/PHP02,4
W10004_0329/PHZ51,4
W10004_0336/PHK76,3
W10004_0336/PHP02,3
W10004_0336/PHZ51,3
W10004_0344/PHK76,4
W10004_0344/PHP02,1
W10004_0344/PHZ51,4
W10004_0346/PHK76,4
W10004_0346/PHP02,1
W10004_0346/PHZ51,4
W10004_0361/PHK76,0
W10004_0361/PHP02,3
W10004_0361/PHZ51,1
W10004_0362/PHK76,1
W10004_0362/PHP02,0
W10004_0362/PHZ51,1
W10004_0380/PHK76,1
W10004_0380/PHP02,3
W10004_0380/PHZ51,1
W10004_0381/PHK76,4
W10004_0381/PHP02,2
W10004_0381/PHZ51,0
W10004_0383/PHK76,2
W10004_0383/PHP02,3
W10004_0383/PHZ51,4
W10004_0389/PHK76,0
W10004_0389/PHP02,1
W10004_0389/PHZ51,0
W10004_0393/PHK76,0
W10004_0393/PHP02,4
W10004_0393/PHZ51,0
W10004_0394/PHK76,1
W10004_0394/PHP02,0
W10004_0394/PHZ51,0
W10004_0395/PHK76,0
W10004_0395/PHP02,0
W10004_0395/PHZ51,3
W10004_0396/PHK76,4
W10004_0396/PHP02,0
W10004_0396/PHZ51,0
W10004_0403/PHK76,4
W10004_0403/PHP02,4
W10004_0403/PHZ51,3
W10004_0409/PHK76,2
W10004_0409/PHP02,0
W10004_0409/PHZ51,0
W10004_0410/PHK76,4
W10004_0410/PHP02,2
W10004_0410/PHZ51,4
W10004_0412/PHK76,0
W10004_0412/PHP02,2
W10004_0412/PHZ51,3
W10004_0417/PHK76,1
W10004_0417/PHP02,1
W10004_0417/PHZ51,2
W10004_0419/PHK76,4
W10004_0419/PHP02,4
W10004_0419/PHZ51,1
W10004_0424/PHK76,2
W10004_0424/PHP02,4
W10004_0424/PHZ51,4
W10004_0427/PHK76,4
W10004_0427/PHP02,0
W10004_0427/PHZ51,4
W10004_0430/PHK76,4
W10004_0430/PHP02,1
W10004_0430/PHZ51,1
W10004_0465/PHK76,0
W10004_0465/PHP02,0
W10004_0465/PHZ51,2
W10004_0467/PHK76,4
W10004_0467/PHP02,1
W10004_0467/PHZ51,0
W10004_0474/PHK76,3
W10004_0474/PHP02,2
W10004_0474/PHZ51,4
W10004_0476/PHK76,0
W10004_0476/PHP02,2
W10004_0476/PHZ51,3
W10004_0487/PHK76,0
W10004_0487/PHP02,1
W10004_0487/PHZ51,1
W10004_0498/PHK76,4
W10004_0498/PHP02,0
W10004_0498/PHZ51,0
W10004_0501/PHK76,0
W10004_0501/PHP02,0
W10004_0501/PHZ51,4
W10004_0505/PHK76,3
W10004_0505/PHP02,0
W10004_0505/PHZ51,3
W10004_0601/PHK76,1
W10004_0601/PHP02,4
W10004_0601/PHZ51,2
W10004_0602/PHK76,0
W10004_0602/PHP02,0
W10004_0602/PHZ51,0
W10004_0608/PHK76,2
W10004_0608/PHP02,4
W10004_0608/PHZ51,4
W10004_0609/PHZ51,1
W10004_0612/PHK76,4
W10004_0612/PHP02,4
W10004_0612/PHZ51,0
W10004_0614/PHK76,3
W10004_0614/PHP02,0
W10004_0614/PHZ51,0
W10004_0616/PHK76,2
W10004_0616/PHP02,3
W10004_0616/PHZ51,0
W10004_0618/PHK76,4
W10004_0618/PHP02,0
W10004_0618/PHZ51,0
W10004_0619/PHK76,4
W10004_0619/PHP02,3
W10004_0619/PHZ51,3
W10004_0620/PHK76,3
W10004_0620/PHP02,1
W10004_0620/PHZ51,1
W10004_0622/PHK76,1
W10004_0622/PHP02,0
W10004_0622/PHZ51,4
W10004_0624/PHK76,0
W10004_0624/PHP02,1
W10004_0624/PHZ51,1
W10004_0625/PHK76,4
W10004_0625/PHP02,0
W10004_0625/PHZ51,1
W10004_0626/PHK76,3
W10004_0626/PHP02,1
W10004_0626/PHZ51,3
W10004_0628/PHK76,2
W10004_0628/PHP02,0
W10004_0628/PHZ51,3
W10004_0631/PHK76,2
W10004_0631/PHP02,0
W10004_0631/PHZ51,4
W10004_0632/PHK76,4
W10004_0632/PHP02,4
W10004_0632/PHZ51,2
W10004_0636/PHK76,3
W10004_0636/PHP02,3
W10004_0636/PHZ51,0
W10004_0637/PHK76,0
W10004_0637/PHP02,0
W10004_0637/PHZ51,1
W10004_0639/PHK76,4
W10004_0639/PHP02,3
W10004_0639/PHZ51,3
W10004_0644/PHK76,2
W10004_0644/PHP02,2
W10004_0644/PHZ51,4
W10004_0645/PHK76,0
W10004_0645/PHP02,4
W10004_0645/PHZ51,1
W10004_0646/PHK76,4
W10004_0646/PHP02,1
W10004_0646/PHZ51,2
W10004_0649/PHK76,1
W10004_0649/PHP02,0
W10004_0649/PHZ51,4
W10004_0650/PHK76,1
W10004_0650/PHP02,1
W10004_0650/PHZ51,1
W10004_0651/PHK76,0
W10004_0651/PHP02,3
W10004_0651/PHZ51,0
W10004_0654/PHK76,4
W10004_0654/PHP02,3
W10004_0654/PHZ51,0
W10004_0658/PHK76,3
W10004_0658/PHP02,1
W10004_0658/PHZ51,1
W10004_0659/PHK76,2
W10004_0659/PHP02,2
W10004_0659/PHZ51,0
W10004_0661/PHK76,1
W10004_0661/PHP02,3
W10004_0661/PHZ51,3
W10004_0664/PHK76,3
W10004_0664/PHP02,3
W10004_0664/PHZ51,2
W10004_0665/PHZ51,2
W10004_0667/PHK76,0
W10004_0667/PHP02,4
W10004_0667/PHZ51,2
W10004_0669/PHK76,0
W10004_0669/PHP02,4
W10004_0669/PHZ51,4
W10004_0672/PHK76,2
W10004_0672/PHP02,4
W10004_0672/PHZ51,2
W10004_0673/PHK76,1
W10004_0673/PHP02,1
W10004_0673/PHZ51,3
W10004_0674/PHK76,2
W10004_0674/PHP02,3
W10004_0674/PHZ51,0
W10004_0675/PHK76,0
W10004_0675/PHP02,3
W10004_0675/PHZ51,1
W10004_0678/PHK76,1
W10004_0678/PHP02,4
W10004_0678/PHZ51,4
W10004_0680/PHK76,1
W10004_0680/PHP02,4
W10004_0680/PHZ51,2
W10004_0682/PHK76,4
W10004_0682/PHP02,3
W10004_0682/PHZ51,0
W10004_0684/PHK76,0
W10004_0684/PHP02,1
W10004_0684/PHZ51,4
W10004_0685/PHK76,3
W10004_0685/PHP02,3
W10004_0685/PHZ51,3
W10004_0687/PHK76,4
W10004_0687/PHP02,3
W10004_0687/PHZ51,1
W10004_0688/PHK76,4
W10004_0688/PHP02,0
W10004_0688/PHZ51,4
W10004_0689/PHK76,1
W10004_0689/PHP02,0
W10004_0689/PHZ51,1
W10004_0691/PHK76,3
W10004_0691/PHP02,3
W10004_0691/PHZ51,2
W10004_0695/PHK76,1
W10004_0695/PHP02,1
W10004_0695/PHZ51,1
W10004_0696/PHK76,0
W10004_0696/PHP02,3
W10004_0696/PHZ51,2
W10004_0697/PHK76,4
W10004_0697/PHP02,4
W10004_0697/PHZ51,4
W10004_0701/PHK76,1
W10004_0701/PHP02,2
W10004_0701/PHZ51,1
W10004_0702/PHK76,4
W10004_0702/PHP02,2
W10004_0702/PHZ51,2
W10004_0703/PHK76,2
W10004_0703/PHP02,1
W10004_0703/PHZ51,3
W10004_0704/PHK76,1
W10004_0704/PHP02,3
W10004_0704/PHZ51,2
W10004_0705/PHK76,2
W10004_0705/PHP02,2
W10004_0705/PHZ51,3
W10004_0707/PHK76,1
W10004_0707/PHP02,0
W10004_0707/PHZ51,0
W10004_0711/PHK76,1
W10004_0711/PHP02,1
W10004_0711/PHZ51,3
W10004_0712/PHK76,3
W10004_0712/PHP02,3
W10004_0712/PHZ51,4
W10004_0713/PHK76,3
W10004_0713/PHP02,2
W10004_0713/PHZ51,4
W10004_0714/PHK76,1
W10004_0714/PHP02,4
W10004_0714/PHZ51,0
W10004_0715/PHK76,4
W10004_0715/PHP02,1
W10004_0715/PHZ51,2
W10004_0717/PHK76,2
W10004_0717/PHP02,3
W10004_0717/PHZ51,0
W10004_0723/PHK76,1
W10004_0723/PHP02,4
W10004_0723/PHZ51,0
W10004_0727/PHK76,3
W10004_0727/PHP02,0
W10004_0727/PHZ51,2
W10004_0729/PHK76,3
W10004_0729/PHP02,3
W10004_0729/PHZ51,3
W10004_0732/PHK76,2
W10004_0732/PHP02,2
W10004_0732/PHZ51,4
W10004_0733/PHK76,0
W10004_0733/PHP02,0
W10004_0733/PHZ51,3
W10004_0734/PHK76,0
W10004_0734/PHP02,2
W10004_0734/PHZ51,0
W10004_0736/PHK76,0
W10004_0736/PHP02,2
W10004_0736/PHZ51,2
W10004_0737/PHZ51,2
W10004_0741/PHK76,3
W10004_0741/PHP02,2
W10004_0741/PHZ51,2
W10004_0745/PHK76,4
W10004_0745/PHP02,1
W10004_0745/PHZ51,1
W10004_0746/PHK76,3
W10004_0746/PHP02,1
W10004_0746/PHZ51,1
W10004_0747/PHK76,3
W10004_0747/PHP02,2
W10004_0747/PHZ51,0
W10004_0751/PHK76,4
W10004_0751/PHP02,0
W10004_0751/PHZ51,3
W10004_0754/PHK76,0
W10004_0754/PHP02,2
W10004_0754/PHZ51,1
W10004_0756/PHK76,3
W10004_0756/PHP02,2
W10004_0756/PHZ51,0
W10004_0757/PHK76,4
W10004_0757/PHP02,1
W10004_0757/PHZ51,3
W10004_0760/PHK76,1
W10004_0760/PHP02,3
W10004_0760/PHZ51,0
W10004_0768/PHK76,4
W10004_0768/PHP02,2
W10004_0768/PHZ51,0
W10004_0771/PHK76,2
W10004_0771/PHP02,3
W10004_0771/PHZ51,3
W10004_0773/PHK76,4
W10004_0773/PHP02,0
W10004_0773/PHZ51,2
W10004_0774/PHK76,1
W10004_0774/PHP02,4
W10004_0774/PHZ51,2
W10004_0775/PHK76,4
W10004_0775/PHP02,1
W10004_0775/PHZ51,4
W10004_0776/PHK76,4
W10004_0776/PHP02,3
W10004_0776/PHZ51,2
W10004_0779/PHK76,4
W10004_0779/PHP02,0
W10004_0779/PHZ51,1
